,ACCIDENT_NO,ATMOSPH_COND,ATMOSPH_COND_SEQ,Atmosph Cond Desc
143374,T20160000109,4,1,Fog
143375,T20160000113,1,1,Clear
143376,T20160000114,2,1,Raining
143377,T20160000117,1,1,Clear
143378,T20160000119,1,1,Clear
143379,T20160000119,7,2,Strong winds
143380,T20160000123,1,0,Clear
143381,T20160000126,1,1,Clear
143382,T20160000128,1,1,Clear
143383,T20160000130,1,1,Clear
143384,T20160000131,1,0,Clear
143385,T20160000133,2,1,Raining
143386,T20160000135,1,1,Clear
143387,T20160000136,1,1,Clear
143388,T20160000140,1,1,Clear
143389,T20160000143,1,0,Clear
143391,T20160000147,1,1,Clear
143394,T20160000152,1,1,Clear
143395,T20160000153,2,1,Raining
143396,T20160000154,1,0,Clear
143397,T20160000156,1,1,Clear
143398,T20160000157,2,1,Raining
143399,T20160000158,1,1,Clear
143401,T20160000162,1,1,Clear
143402,T20160000163,1,0,Clear
143403,T20160000164,1,1,Clear
143404,T20160000166,1,1,Clear
143405,T20160000168,1,1,Clear
143406,T20160000169,2,1,Raining
143407,T20160000172,1,0,Clear
143408,T20160000174,1,1,Clear
143409,T20160000176,1,1,Clear
143410,T20160000176,7,2,Strong winds
143411,T20160000178,6,1,Dust
143412,T20160000178,7,2,Strong winds
143413,T20160000179,1,1,Clear
143415,T20160000181,1,0,Clear
143416,T20160000183,1,1,Clear
143417,T20160000184,9,1,Not known
143418,T20160000185,1,1,Clear
143419,T20160000187,1,1,Clear
143420,T20160000191,1,1,Clear
143421,T20160000192,2,0,Raining
143422,T20160000195,1,1,Clear
143424,T20160000198,1,1,Clear
143426,T20160000202,1,1,Clear
143427,T20160000202,7,2,Strong winds
143429,T20160000207,1,0,Clear
143431,T20160000210,1,1,Clear
143432,T20160000211,1,1,Clear
143433,T20160000212,1,0,Clear
143434,T20160000213,2,1,Raining
143436,T20160000216,9,1,Not known
143437,T20160000217,1,1,Clear
143438,T20160000220,1,1,Clear
143439,T20160000221,2,0,Raining
143440,T20160000223,9,1,Not known
143442,T20160000225,2,1,Raining
143443,T20160000226,2,1,Raining
143444,T20160000227,1,1,Clear
143446,T20160000231,1,1,Clear
143447,T20160000232,2,1,Raining
143448,T20160000234,1,1,Clear
143449,T20160000235,1,0,Clear
143450,T20160000238,1,1,Clear
143451,T20160000239,1,1,Clear
143453,T20160000243,1,1,Clear
143457,T20160000248,1,1,Clear
143458,T20160000250,1,0,Clear
143460,T20160000254,9,1,Not known
143461,T20160000255,1,1,Clear
143462,T20160000257,2,1,Raining
143463,T20160000257,7,2,Strong winds
143465,T20160000260,1,0,Clear
143466,T20160000263,2,1,Raining
143467,T20160000264,1,1,Clear
143469,T20160000266,1,1,Clear
143471,T20160000268,1,1,Clear
143473,T20160000272,1,1,Clear
143474,T20160000275,1,1,Clear
143475,T20160000276,1,1,Clear
143477,T20160000281,1,1,Clear
143479,T20160000287,1,1,Clear
143480,T20160000288,1,1,Clear
143481,T20160000291,1,1,Clear
143482,T20160000292,1,0,Clear
143483,T20160000294,2,1,Raining
143484,T20160000296,1,0,Clear
143485,T20160000298,1,1,Clear
143486,T20160000299,1,1,Clear
143487,T20160000300,2,1,Raining
143488,T20160000301,1,1,Clear
143489,T20160000304,1,1,Clear
143490,T20160000305,1,1,Clear
143491,T20160000307,1,1,Clear
143492,T20160000308,1,0,Clear
143493,T20160000309,1,1,Clear
143494,T20160000311,1,1,Clear
143495,T20160000312,1,1,Clear
143496,T20160000313,1,1,Clear
143497,T20160000314,1,0,Clear
143499,T20160000318,1,1,Clear
143500,T20160000319,1,1,Clear
143501,T20160000320,1,1,Clear
143502,T20160000321,1,1,Clear
143503,T20160000324,1,0,Clear
143504,T20160000327,1,1,Clear
143508,T20160000338,1,1,Clear
143510,T20160000341,1,1,Clear
143512,T20160000343,1,1,Clear
143513,T20160000345,1,1,Clear
143514,T20160000348,1,1,Clear
143516,T20160000353,1,1,Clear
143518,T20160000355,1,1,Clear
143522,T20160000361,1,0,Clear
143523,T20160000363,1,1,Clear
143524,T20160000364,1,0,Clear
143525,T20160000366,1,0,Clear
143526,T20160000370,1,1,Clear
143527,T20160000371,1,1,Clear
143528,T20160000372,1,1,Clear
143529,T20160000374,1,1,Clear
143530,T20160000375,1,1,Clear
143532,T20160000382,1,1,Clear
143533,T20160000384,1,1,Clear
143534,T20160000385,1,1,Clear
143535,T20160000386,1,1,Clear
143536,T20160000388,1,0,Clear
143537,T20160000390,1,1,Clear
143538,T20160000392,1,0,Clear
143539,T20160000397,1,1,Clear
143540,T20160000398,1,1,Clear
143541,T20160000399,1,1,Clear
143543,T20160000401,1,1,Clear
143544,T20160000402,1,1,Clear
143546,T20160000406,1,1,Clear
143548,T20160000409,1,1,Clear
143549,T20160000412,1,1,Clear
143550,T20160000413,1,1,Clear
143551,T20160000416,1,1,Clear
143552,T20160000418,1,1,Clear
143553,T20160000420,9,1,Not known
143557,T20160000424,1,0,Clear
143559,T20160000427,1,1,Clear
143560,T20160000428,1,0,Clear
143561,T20160000430,1,1,Clear
143562,T20160000432,1,1,Clear
143563,T20160000435,1,1,Clear
143564,T20160000435,7,2,Strong winds
143565,T20160000436,1,1,Clear
143566,T20160000437,1,0,Clear
143567,T20160000441,9,1,Not known
143569,T20160000445,1,0,Clear
143570,T20160000448,1,1,Clear
143571,T20160000449,1,1,Clear
143573,T20160000452,1,1,Clear
143574,T20160000453,1,1,Clear
143575,T20160000454,1,1,Clear
143577,T20160000457,1,0,Clear
143578,T20160000458,1,1,Clear
143579,T20160000461,1,1,Clear
143580,T20160000462,1,1,Clear
143581,T20160000463,1,1,Clear
143582,T20160000465,1,0,Clear
143584,T20160000468,1,1,Clear
143585,T20160000471,1,1,Clear
143586,T20160000473,1,1,Clear
143588,T20160000476,1,0,Clear
143589,T20160000477,1,0,Clear
143590,T20160000478,1,1,Clear
143591,T20160000479,9,1,Not known
143593,T20160000488,1,1,Clear
143594,T20160000490,1,1,Clear
143595,T20160000491,1,1,Clear
143596,T20160000492,1,1,Clear
143597,T20160000493,1,0,Clear
143598,T20160000495,1,1,Clear
143599,T20160000498,1,1,Clear
143600,T20160000499,1,1,Clear
143601,T20160000500,1,1,Clear
143602,T20160000501,1,0,Clear
143603,T20160000502,1,1,Clear
143604,T20160000503,9,0,Not known
143605,T20160000504,1,1,Clear
143608,T20160000507,1,1,Clear
143609,T20160000508,1,1,Clear
143611,T20160000515,1,0,Clear
143612,T20160000517,1,1,Clear
143613,T20160000521,1,1,Clear
143615,T20160000524,1,1,Clear
143616,T20160000525,1,1,Clear
143617,T20160000526,1,1,Clear
143618,T20160000528,1,0,Clear
143619,T20160000530,1,1,Clear
143620,T20160000532,1,1,Clear
143621,T20160000537,1,1,Clear
143622,T20160000538,1,1,Clear
143623,T20160000539,1,0,Clear
143624,T20160000541,1,1,Clear
143625,T20160000542,1,1,Clear
143626,T20160000544,1,1,Clear
143627,T20160000545,1,1,Clear
143628,T20160000546,1,1,Clear
143629,T20160000549,1,1,Clear
143630,T20160000550,1,0,Clear
143631,T20160000551,1,1,Clear
143632,T20160000552,1,1,Clear
143633,T20160000553,1,1,Clear
143634,T20160000555,1,1,Clear
143635,T20160000556,1,1,Clear
143637,T20160000560,1,1,Clear
143638,T20160000561,1,1,Clear
143639,T20160000562,1,1,Clear
143640,T20160000563,1,1,Clear
143641,T20160000564,1,1,Clear
143642,T20160000565,1,1,Clear
143643,T20160000566,1,1,Clear
143644,T20160000567,1,0,Clear
143645,T20160000570,1,1,Clear
143646,T20160000571,1,1,Clear
143647,T20160000572,1,1,Clear
143648,T20160000577,1,1,Clear
143649,T20160000578,1,1,Clear
143650,T20160000579,1,0,Clear
143651,T20160000580,1,1,Clear
143652,T20160000582,1,1,Clear
143653,T20160000584,9,1,Not known
143654,T20160000585,1,1,Clear
143656,T20160000590,1,0,Clear
143657,T20160000591,1,0,Clear
143658,T20160000592,1,0,Clear
143659,T20160000596,1,0,Clear
143660,T20160000598,1,1,Clear
143661,T20160000600,1,1,Clear
143662,T20160000605,1,1,Clear
143663,T20160000607,1,0,Clear
143664,T20160000610,1,1,Clear
143665,T20160000611,1,1,Clear
143666,T20160000612,1,1,Clear
143667,T20160000614,1,0,Clear
143668,T20160000619,1,1,Clear
143669,T20160000621,1,0,Clear
143670,T20160000622,1,1,Clear
143671,T20160000624,1,1,Clear
143672,T20160000626,1,1,Clear
143673,T20160000627,1,0,Clear
143674,T20160000628,1,1,Clear
143675,T20160000630,1,1,Clear
143676,T20160000632,1,1,Clear
143677,T20160000633,1,1,Clear
143678,T20160000634,1,0,Clear
143679,T20160000635,1,0,Clear
143680,T20160000637,1,1,Clear
143681,T20160000638,1,1,Clear
143682,T20160000640,1,1,Clear
143683,T20160000646,1,1,Clear
143684,T20160000647,1,1,Clear
143685,T20160000648,6,1,Dust
143686,T20160000649,1,1,Clear
143687,T20160000650,1,0,Clear
143689,T20160000656,1,0,Clear
143691,T20160000658,1,1,Clear
143692,T20160000659,1,1,Clear
143693,T20160000663,1,1,Clear
143694,T20160000666,1,1,Clear
143695,T20160000667,9,1,Not known
143697,T20160000670,1,1,Clear
143698,T20160000672,1,1,Clear
143699,T20160000673,1,1,Clear
143700,T20160000674,1,1,Clear
143701,T20160000677,1,0,Clear
143702,T20160000678,1,1,Clear
143703,T20160000679,9,1,Not known
143704,T20160000681,1,1,Clear
143705,T20160000682,1,1,Clear
143707,T20160000686,1,1,Clear
143708,T20160000691,1,1,Clear
143710,T20160000694,2,0,Raining
143712,T20160000699,2,0,Raining
143713,T20160000700,2,0,Raining
143715,T20160000703,1,1,Clear
143716,T20160000705,1,1,Clear
143718,T20160000707,1,1,Clear
143719,T20160000708,2,1,Raining
143721,T20160000710,1,1,Clear
143722,T20160000714,1,1,Clear
143723,T20160000715,1,0,Clear
143725,T20160000719,2,1,Raining
143726,T20160000723,1,0,Clear
143727,T20160000725,9,1,Not known
143728,T20160000726,1,1,Clear
143730,T20160000731,1,1,Clear
143731,T20160000733,1,1,Clear
143733,T20160000735,1,0,Clear
143734,T20160000736,1,1,Clear
143735,T20160000738,9,1,Not known
143736,T20160000740,1,0,Clear
143739,T20160000747,1,0,Clear
143741,T20160000753,1,0,Clear
143742,T20160000754,1,1,Clear
143743,T20160000756,1,1,Clear
143744,T20160000757,1,1,Clear
143745,T20160000758,1,1,Clear
143746,T20160000762,1,0,Clear
143747,T20160000763,1,1,Clear
143748,T20160000764,1,1,Clear
143749,T20160000765,1,1,Clear
143750,T20160000766,1,1,Clear
143752,T20160000770,1,1,Clear
143753,T20160000772,1,0,Clear
143754,T20160000773,1,1,Clear
143755,T20160000776,1,1,Clear
143756,T20160000777,9,1,Not known
143757,T20160000778,1,1,Clear
143758,T20160000780,1,1,Clear
143759,T20160000781,1,0,Clear
143760,T20160000783,1,0,Clear
143761,T20160000785,1,0,Clear
143762,T20160000789,1,0,Clear
143763,T20160000791,1,0,Clear
143764,T20160000793,1,0,Clear
143765,T20160000795,1,1,Clear
143767,T20160000798,1,0,Clear
143768,T20160000801,1,1,Clear
143769,T20160000802,1,1,Clear
143771,T20160000806,1,1,Clear
143773,T20160000808,1,1,Clear
143774,T20160000811,1,1,Clear
143775,T20160000813,1,1,Clear
143778,T20160000817,1,1,Clear
143780,T20160000820,9,0,Not known
143781,T20160000821,1,1,Clear
143782,T20160000822,1,1,Clear
143784,T20160000825,1,1,Clear
143785,T20160000828,1,0,Clear
143786,T20160000833,1,1,Clear
143790,T20160000841,1,1,Clear
143791,T20160000842,1,0,Clear
143792,T20160000843,1,1,Clear
143794,T20160000847,1,1,Clear
143795,T20160000848,9,1,Not known
143796,T20160000850,1,0,Clear
143797,T20160000851,1,1,Clear
143798,T20160000854,1,1,Clear
143800,T20160000857,1,1,Clear
143802,T20160000859,1,1,Clear
143803,T20160000860,1,1,Clear
143804,T20160000863,1,1,Clear
143806,T20160000867,1,1,Clear
143807,T20160000868,1,1,Clear
143808,T20160000869,1,1,Clear
143809,T20160000870,1,1,Clear
143810,T20160000871,1,1,Clear
143811,T20160000872,1,1,Clear
143812,T20160000872,7,2,Strong winds
143813,T20160000873,1,1,Clear
143814,T20160000875,1,1,Clear
143815,T20160000877,1,1,Clear
143817,T20160000879,1,0,Clear
143818,T20160000881,1,1,Clear
143820,T20160000885,1,1,Clear
143821,T20160000886,1,0,Clear
143823,T20160000889,1,0,Clear
143824,T20160000891,1,1,Clear
143826,T20160000893,1,0,Clear
143827,T20160000895,2,0,Raining
143829,T20160000900,1,1,Clear
143830,T20160000902,2,1,Raining
143831,T20160000903,2,0,Raining
143832,T20160000904,1,0,Clear
143833,T20160000910,1,1,Clear
143834,T20160000913,1,0,Clear
143835,T20160000914,1,1,Clear
143836,T20160000917,1,1,Clear
143839,T20160000920,1,1,Clear
143841,T20160000924,1,1,Clear
143842,T20160000925,1,1,Clear
143843,T20160000928,2,1,Raining
143844,T20160000931,1,0,Clear
143845,T20160000932,1,1,Clear
143846,T20160000933,2,1,Raining
143849,T20160000937,1,1,Clear
143850,T20160000939,2,1,Raining
143851,T20160000940,1,1,Clear
143852,T20160000942,1,1,Clear
143853,T20160000947,1,1,Clear
143854,T20160000948,2,1,Raining
143855,T20160000949,1,1,Clear
143856,T20160000951,1,1,Clear
143857,T20160000954,1,1,Clear
143859,T20160000957,1,0,Clear
143860,T20160000958,2,0,Raining
143862,T20160000961,1,1,Clear
143863,T20160000968,1,1,Clear
143865,T20160000971,2,1,Raining
143867,T20160000976,1,1,Clear
143868,T20160000977,1,1,Clear
143869,T20160000978,9,1,Not known
143870,T20160000980,1,1,Clear
143871,T20160000981,1,1,Clear
143872,T20160000983,2,1,Raining
143873,T20160000986,1,1,Clear
143875,T20160000989,1,1,Clear
143876,T20160000990,1,1,Clear
143877,T20160000992,1,1,Clear
143878,T20160000993,1,1,Clear
143880,T20160000996,1,0,Clear
143881,T20160000997,9,1,Not known
143883,T20160001008,1,0,Clear
143884,T20160001010,1,1,Clear
143885,T20160001012,2,1,Raining
143886,T20160001013,1,0,Clear
143887,T20160001015,1,1,Clear
143888,T20160001016,1,0,Clear
143889,T20160001018,1,1,Clear
143890,T20160001019,1,1,Clear
143892,T20160001022,1,1,Clear
143893,T20160001023,1,1,Clear
143894,T20160001024,1,0,Clear
143895,T20160001026,1,1,Clear
143896,T20160001027,1,1,Clear
143897,T20160001029,1,1,Clear
143898,T20160001030,1,1,Clear
143899,T20160001031,1,1,Clear
143900,T20160001034,1,1,Clear
143901,T20160001035,1,1,Clear
143902,T20160001036,1,0,Clear
143903,T20160001040,1,0,Clear
143904,T20160001046,1,1,Clear
143905,T20160001049,1,0,Clear
143906,T20160001050,1,1,Clear
143908,T20160001052,1,1,Clear
143910,T20160001058,9,1,Not known
143911,T20160001059,1,1,Clear
143912,T20160001061,1,1,Clear
143913,T20160001062,1,1,Clear
143914,T20160001063,1,1,Clear
143915,T20160001064,1,1,Clear
143916,T20160001066,1,1,Clear
143917,T20160001067,1,0,Clear
143918,T20160001068,9,1,Not known
143920,T20160001071,1,0,Clear
143921,T20160001073,1,1,Clear
143922,T20160001077,1,0,Clear
143923,T20160001080,1,0,Clear
143924,T20160001084,1,0,Clear
143925,T20160001085,1,1,Clear
143926,T20160001086,1,1,Clear
143927,T20160001087,1,1,Clear
143928,T20160001091,1,1,Clear
143929,T20160001092,1,1,Clear
143930,T20160001093,1,1,Clear
143931,T20160001094,1,1,Clear
143932,T20160001096,1,1,Clear
143933,T20160001100,1,0,Clear
143934,T20160001101,1,1,Clear
143935,T20160001103,1,1,Clear
143936,T20160001105,1,1,Clear
143937,T20160001106,1,0,Clear
143938,T20160001109,1,0,Clear
143939,T20160001112,1,0,Clear
143940,T20160001113,9,1,Not known
143941,T20160001116,1,1,Clear
143942,T20160001117,1,0,Clear
143944,T20160001119,1,1,Clear
143945,T20160001120,1,0,Clear
143946,T20160001122,1,1,Clear
143948,T20160001124,1,1,Clear
143949,T20160001124,7,2,Strong winds
143950,T20160001125,1,1,Clear
143951,T20160001126,1,1,Clear
143952,T20160001127,1,1,Clear
143953,T20160001128,1,1,Clear
143955,T20160001130,1,1,Clear
143956,T20160001131,1,0,Clear
143957,T20160001132,1,1,Clear
143958,T20160001133,1,1,Clear
143959,T20160001134,1,1,Clear
143960,T20160001135,1,1,Clear
143961,T20160001136,9,1,Not known
143962,T20160001139,1,1,Clear
143964,T20160001141,1,1,Clear
143965,T20160001142,1,1,Clear
143966,T20160001143,1,1,Clear
143967,T20160001144,1,1,Clear
143968,T20160001145,1,0,Clear
143969,T20160001146,1,0,Clear
143970,T20160001148,1,1,Clear
143971,T20160001152,1,1,Clear
143972,T20160001153,1,1,Clear
143973,T20160001155,1,1,Clear
143974,T20160001156,1,1,Clear
143975,T20160001157,1,0,Clear
143976,T20160001158,1,1,Clear
143977,T20160001159,1,1,Clear
143978,T20160001161,1,1,Clear
143979,T20160001162,1,1,Clear
143980,T20160001167,1,1,Clear
143981,T20160001168,1,1,Clear
143982,T20160001169,1,1,Clear
143983,T20160001172,1,0,Clear
143984,T20160001173,1,0,Clear
143985,T20160001174,1,1,Clear
143986,T20160001176,1,0,Clear
143987,T20160001177,1,1,Clear
143988,T20160001178,1,0,Clear
143990,T20160001180,1,0,Clear
143991,T20160001181,1,0,Clear
143992,T20160001182,1,0,Clear
143993,T20160001183,2,1,Raining
143994,T20160001184,1,1,Clear
143996,T20160001188,1,0,Clear
143997,T20160001189,9,1,Not known
143998,T20160001190,1,1,Clear
143999,T20160001191,1,1,Clear
144000,T20160001193,1,1,Clear
144002,T20160001195,1,1,Clear
144003,T20160001196,1,1,Clear
144005,T20160001202,1,0,Clear
144007,T20160001209,1,1,Clear
144008,T20160001210,1,0,Clear
144010,T20160001216,9,0,Not known
144011,T20160001219,1,1,Clear
144012,T20160001220,1,1,Clear
144013,T20160001223,1,1,Clear
144014,T20160001226,1,1,Clear
144015,T20160001227,1,0,Clear
144017,T20160001233,1,1,Clear
144018,T20160001235,1,0,Clear
144019,T20160001236,1,1,Clear
144020,T20160001238,1,1,Clear
144021,T20160001239,1,0,Clear
144022,T20160001242,1,1,Clear
144023,T20160001243,1,1,Clear
144024,T20160001244,1,1,Clear
144025,T20160001247,1,1,Clear
144027,T20160001250,1,1,Clear
144029,T20160001252,1,1,Clear
144030,T20160001256,9,1,Not known
144031,T20160001257,1,0,Clear
144032,T20160001258,1,1,Clear
144033,T20160001259,1,1,Clear
144036,T20160001262,1,1,Clear
144037,T20160001264,1,0,Clear
144038,T20160001266,1,1,Clear
144041,T20160001270,1,1,Clear
144042,T20160001271,1,1,Clear
144043,T20160001272,1,0,Clear
144044,T20160001273,1,1,Clear
144045,T20160001275,2,1,Raining
144047,T20160001278,9,1,Not known
144048,T20160001280,1,1,Clear
144050,T20160001282,1,0,Clear
144051,T20160001284,9,1,Not known
144052,T20160001285,1,0,Clear
144054,T20160001287,1,1,Clear
144055,T20160001288,1,1,Clear
144056,T20160001290,1,1,Clear
144057,T20160001292,1,1,Clear
144058,T20160001294,1,1,Clear
144059,T20160001296,1,0,Clear
144060,T20160001297,9,1,Not known
144061,T20160001298,1,1,Clear
144062,T20160001299,1,1,Clear
144063,T20160001300,1,0,Clear
144064,T20160001301,1,0,Clear
144065,T20160001302,1,1,Clear
144066,T20160001303,1,0,Clear
144067,T20160001304,9,0,Not known
144068,T20160001305,1,1,Clear
144069,T20160001306,1,0,Clear
144070,T20160001308,1,1,Clear
144071,T20160001310,1,1,Clear
144073,T20160001314,9,0,Not known
144074,T20160001315,1,0,Clear
144076,T20160001324,1,0,Clear
144077,T20160001328,1,0,Clear
144078,T20160001329,1,1,Clear
144079,T20160001330,1,0,Clear
144080,T20160001331,2,1,Raining
144082,T20160001334,2,0,Raining
144083,T20160001335,2,1,Raining
144084,T20160001336,9,0,Not known
144085,T20160001337,2,1,Raining
144088,T20160001341,2,1,Raining
144089,T20160001342,1,1,Clear
144090,T20160001343,1,0,Clear
144091,T20160001345,1,1,Clear
144092,T20160001346,9,1,Not known
144093,T20160001347,2,1,Raining
144095,T20160001349,2,0,Raining
144096,T20160001350,2,1,Raining
144097,T20160001351,1,0,Clear
144098,T20160001352,2,1,Raining
144099,T20160001355,2,1,Raining
144100,T20160001356,1,1,Clear
144101,T20160001358,2,0,Raining
144103,T20160001360,1,0,Clear
144104,T20160001361,2,1,Raining
144105,T20160001362,1,1,Clear
144106,T20160001364,1,1,Clear
144108,T20160001367,1,1,Clear
144109,T20160001368,1,1,Clear
144110,T20160001369,1,0,Clear
144111,T20160001370,2,1,Raining
144112,T20160001371,9,1,Not known
144113,T20160001372,2,1,Raining
144114,T20160001373,1,1,Clear
144115,T20160001374,9,1,Not known
144116,T20160001375,1,1,Clear
144117,T20160001376,1,0,Clear
144118,T20160001378,2,1,Raining
144119,T20160001383,9,0,Not known
144120,T20160001384,1,1,Clear
144121,T20160001385,1,1,Clear
144122,T20160001387,2,1,Raining
144123,T20160001389,1,1,Clear
144124,T20160001391,1,1,Clear
144125,T20160001393,1,1,Clear
144126,T20160001394,1,0,Clear
144127,T20160001395,1,1,Clear
144128,T20160001396,1,1,Clear
144129,T20160001397,1,1,Clear
144130,T20160001398,1,1,Clear
144131,T20160001399,2,1,Raining
144132,T20160001402,1,1,Clear
144133,T20160001405,1,1,Clear
144135,T20160001408,1,1,Clear
144137,T20160001411,9,0,Not known
144138,T20160001412,2,0,Raining
144140,T20160001414,1,1,Clear
144141,T20160001415,1,1,Clear
144142,T20160001417,1,1,Clear
144143,T20160001418,1,0,Clear
144144,T20160001421,1,1,Clear
144145,T20160001423,1,1,Clear
144146,T20160001424,1,1,Clear
144147,T20160001426,1,1,Clear
144148,T20160001427,1,1,Clear
144150,T20160001429,1,0,Clear
144151,T20160001430,1,1,Clear
144152,T20160001431,1,1,Clear
144153,T20160001432,9,1,Not known
144154,T20160001433,1,1,Clear
144155,T20160001436,1,1,Clear
144157,T20160001440,1,1,Clear
144158,T20160001443,1,0,Clear
144159,T20160001444,1,1,Clear
144160,T20160001445,2,1,Raining
144161,T20160001446,1,1,Clear
144163,T20160001449,1,1,Clear
144164,T20160001451,1,0,Clear
144165,T20160001452,1,1,Clear
144166,T20160001455,1,1,Clear
144167,T20160001456,1,1,Clear
144168,T20160001457,1,1,Clear
144169,T20160001459,1,1,Clear
144170,T20160001460,1,1,Clear
144171,T20160001461,1,0,Clear
144172,T20160001462,2,0,Raining
144173,T20160001464,2,1,Raining
144174,T20160001465,1,1,Clear
144175,T20160001469,2,1,Raining
144177,T20160001471,1,1,Clear
144178,T20160001473,1,0,Clear
144179,T20160001474,2,1,Raining
144180,T20160001476,1,1,Clear
144181,T20160001477,2,1,Raining
144182,T20160001478,2,1,Raining
